user_id,exercise_name,sets,updated_at
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Skullcrusher,"[{""kg"":17,""reps"":10,""type"":""warmup""},{""kg"":33,""reps"":9,""type"":""normal""},{""kg"":33,""reps"":11,""type"":""normal""},{""kg"":33,""reps"":9,""type"":""normal""},{""kg"":23,""reps"":14,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Close Grip Bench Press,"[{""kg"":34,""reps"":10,""type"":""warmup""},{""kg"":68,""reps"":9,""type"":""normal""},{""kg"":68,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Dip,"[{""kg"":0,""reps"":9,""type"":""normal""},{""kg"":0,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Deadlift,"[{""kg"":69,""reps"":10,""type"":""warmup""},{""kg"":138,""reps"":6,""type"":""normal""},{""kg"":138,""reps"":6,""type"":""normal""},{""kg"":97,""reps"":9,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Romanian Deadlift,"[{""kg"":44,""reps"":10,""type"":""warmup""},{""kg"":88,""reps"":8,""type"":""normal""},{""kg"":88,""reps"":8,""type"":""normal""},{""kg"":88,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Sumo Deadlift,"[{""kg"":68,""reps"":10,""type"":""warmup""},{""kg"":135,""reps"":4,""type"":""normal""},{""kg"":135,""reps"":5,""type"":""normal""},{""kg"":135,""reps"":6,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Rack Pull,"[{""kg"":82,""reps"":10,""type"":""warmup""},{""kg"":163,""reps"":6,""type"":""normal""},{""kg"":163,""reps"":5,""type"":""normal""},{""kg"":163,""reps"":4,""type"":""normal""},{""kg"":114,""reps"":9,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Barbell Row,"[{""kg"":37,""reps"":10,""type"":""warmup""},{""kg"":73,""reps"":7,""type"":""normal""},{""kg"":73,""reps"":7,""type"":""normal""},{""kg"":73,""reps"":9,""type"":""normal""},{""kg"":51,""reps"":12,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Pendlay Row,"[{""kg"":39,""reps"":10,""type"":""warmup""},{""kg"":78,""reps"":7,""type"":""normal""},{""kg"":78,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,T-Bar Row,"[{""kg"":28,""reps"":10,""type"":""warmup""},{""kg"":55,""reps"":9,""type"":""normal""},{""kg"":55,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Seated Cable Row,"[{""kg"":34,""reps"":10,""type"":""warmup""},{""kg"":68,""reps"":9,""type"":""normal""},{""kg"":68,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Single Arm Dumbbell Row,"[{""kg"":19,""reps"":10,""type"":""warmup""},{""kg"":37,""reps"":10,""type"":""normal""},{""kg"":37,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Lat Pulldown,"[{""kg"":35,""reps"":10,""type"":""warmup""},{""kg"":70,""reps"":9,""type"":""normal""},{""kg"":70,""reps"":9,""type"":""normal""},{""kg"":49,""reps"":14,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Close Grip Pulldown,"[{""kg"":33,""reps"":10,""type"":""warmup""},{""kg"":65,""reps"":11,""type"":""normal""},{""kg"":65,""reps"":10,""type"":""normal""},{""kg"":65,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Pull Up,"[{""kg"":0,""reps"":9,""type"":""normal""},{""kg"":0,""reps"":9,""type"":""normal""},{""kg"":0,""reps"":12,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Chin Up,"[{""kg"":0,""reps"":8,""type"":""normal""},{""kg"":0,""reps"":8,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Straight Arm Pulldown,"[{""kg"":10,""reps"":10,""type"":""warmup""},{""kg"":20,""reps"":13,""type"":""normal""},{""kg"":20,""reps"":13,""type"":""normal""},{""kg"":20,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Shrug,"[{""kg"":42,""reps"":10,""type"":""warmup""},{""kg"":83,""reps"":11,""type"":""normal""},{""kg"":83,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Barbell Curl,"[{""kg"":19,""reps"":10,""type"":""warmup""},{""kg"":38,""reps"":11,""type"":""normal""},{""kg"":38,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,EZ Bar Curl,"[{""kg"":18,""reps"":10,""type"":""warmup""},{""kg"":35,""reps"":11,""type"":""normal""},{""kg"":35,""reps"":9,""type"":""normal""},{""kg"":35,""reps"":10,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Hammer Curl,"[{""kg"":6,""reps"":10,""type"":""warmup""},{""kg"":11,""reps"":13,""type"":""normal""},{""kg"":11,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Incline Dumbbell Curl,"[{""kg"":10,""reps"":10,""type"":""warmup""},{""kg"":19,""reps"":12,""type"":""normal""},{""kg"":19,""reps"":13,""type"":""normal""},{""kg"":19,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Preacher Curl,"[{""kg"":12,""reps"":10,""type"":""warmup""},{""kg"":23,""reps"":9,""type"":""normal""},{""kg"":23,""reps"":10,""type"":""normal""},{""kg"":23,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Concentration Curl,"[{""kg"":4,""reps"":10,""type"":""warmup""},{""kg"":7,""reps"":13,""type"":""normal""},{""kg"":7,""reps"":13,""type"":""normal""},{""kg"":7,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Cable Curl,"[{""kg"":9,""reps"":10,""type"":""warmup""},{""kg"":17,""reps"":13,""type"":""normal""},{""kg"":17,""reps"":12,""type"":""normal""},{""kg"":17,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Squat,"[{""kg"":58,""reps"":10,""type"":""warmup""},{""kg"":115,""reps"":6,""type"":""normal""},{""kg"":115,""reps"":7,""type"":""normal""},{""kg"":115,""reps"":6,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Front Squat,"[{""kg"":39,""reps"":10,""type"":""warmup""},{""kg"":78,""reps"":6,""type"":""normal""},{""kg"":78,""reps"":7,""type"":""normal""},{""kg"":78,""reps"":5,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Hack Squat,"[{""kg"":58,""reps"":10,""type"":""warmup""},{""kg"":115,""reps"":7,""type"":""normal""},{""kg"":115,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Leg Press,"[{""kg"":93,""reps"":10,""type"":""warmup""},{""kg"":185,""reps"":10,""type"":""normal""},{""kg"":185,""reps"":11,""type"":""normal""},{""kg"":185,""reps"":10,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Bulgarian Split Squat,"[{""kg"":12,""reps"":10,""type"":""warmup""},{""kg"":24,""reps"":10,""type"":""normal""},{""kg"":24,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Walking Lunge,"[{""kg"":13,""reps"":10,""type"":""warmup""},{""kg"":25,""reps"":13,""type"":""normal""},{""kg"":25,""reps"":12,""type"":""normal""},{""kg"":25,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Leg Extension,"[{""kg"":28,""reps"":10,""type"":""warmup""},{""kg"":55,""reps"":13,""type"":""normal""},{""kg"":55,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Leg Curl,"[{""kg"":27,""reps"":10,""type"":""warmup""},{""kg"":53,""reps"":11,""type"":""normal""},{""kg"":53,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Seated Leg Curl,"[{""kg"":29,""reps"":10,""type"":""warmup""},{""kg"":58,""reps"":13,""type"":""normal""},{""kg"":58,""reps"":13,""type"":""normal""},{""kg"":58,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Stiff Leg Deadlift,"[{""kg"":43,""reps"":10,""type"":""warmup""},{""kg"":85,""reps"":8,""type"":""normal""},{""kg"":85,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Good Morning,"[{""kg"":28,""reps"":10,""type"":""warmup""},{""kg"":55,""reps"":11,""type"":""normal""},{""kg"":55,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Hip Thrust,"[{""kg"":50,""reps"":10,""type"":""warmup""},{""kg"":100,""reps"":11,""type"":""normal""},{""kg"":100,""reps"":11,""type"":""normal""},{""kg"":100,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Glute Bridge,"[{""kg"":38,""reps"":10,""type"":""warmup""},{""kg"":75,""reps"":12,""type"":""normal""},{""kg"":75,""reps"":12,""type"":""normal""},{""kg"":75,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Calf Raise,"[{""kg"":30,""reps"":10,""type"":""warmup""},{""kg"":60,""reps"":14,""type"":""normal""},{""kg"":60,""reps"":15,""type"":""normal""},{""kg"":60,""reps"":14,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Seated Calf Raise,"[{""kg"":23,""reps"":10,""type"":""warmup""},{""kg"":45,""reps"":14,""type"":""normal""},{""kg"":45,""reps"":16,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Standing Calf Raise,"[{""kg"":35,""reps"":10,""type"":""warmup""},{""kg"":70,""reps"":15,""type"":""normal""},{""kg"":70,""reps"":15,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Hanging Leg Raise,"[{""kg"":0,""reps"":12,""type"":""normal""},{""kg"":0,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Cable Crunch,"[{""kg"":15,""reps"":10,""type"":""warmup""},{""kg"":30,""reps"":14,""type"":""normal""},{""kg"":30,""reps"":16,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Plank,"[{""kg"":0,""reps"":60,""type"":""normal""},{""kg"":0,""reps"":60,""type"":""normal""},{""kg"":0,""reps"":59,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Russian Twist,"[{""kg"":7,""reps"":10,""type"":""warmup""},{""kg"":13,""reps"":21,""type"":""normal""},{""kg"":13,""reps"":20,""type"":""normal""},{""kg"":13,""reps"":20,""type"":""normal""},{""kg"":9,""reps"":24,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Ab Wheel Rollout,"[{""kg"":0,""reps"":11,""type"":""normal""},{""kg"":0,""reps"":12,""type"":""normal""},{""kg"":0,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Wrist Curl,"[{""kg"":13,""reps"":10,""type"":""warmup""},{""kg"":25,""reps"":15,""type"":""normal""},{""kg"":25,""reps"":14,""type"":""normal""},{""kg"":25,""reps"":16,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Reverse Wrist Curl,"[{""kg"":6,""reps"":10,""type"":""warmup""},{""kg"":12,""reps"":16,""type"":""normal""},{""kg"":12,""reps"":14,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Smith Machine Bench Press,"[{""kg"":43,""reps"":10,""type"":""warmup""},{""kg"":85,""reps"":7,""type"":""normal""},{""kg"":85,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Machine Incline Bench Press,"[{""kg"":33,""reps"":10,""type"":""warmup""},{""kg"":65,""reps"":8,""type"":""normal""},{""kg"":65,""reps"":9,""type"":""normal""},{""kg"":65,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Cable Decline Bench Press,"[{""kg"":35,""reps"":10,""type"":""warmup""},{""kg"":70,""reps"":7,""type"":""normal""},{""kg"":70,""reps"":9,""type"":""normal""},{""kg"":70,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Dumbbell Overhead Press,"[{""kg"":23,""reps"":10,""type"":""warmup""},{""kg"":45,""reps"":8,""type"":""normal""},{""kg"":45,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Paused Push Press,"[{""kg"":29,""reps"":10,""type"":""warmup""},{""kg"":58,""reps"":6,""type"":""normal""},{""kg"":58,""reps"":5,""type"":""normal""},{""kg"":58,""reps"":5,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Tempo Dumbbell Shoulder Press,"[{""kg"":10,""reps"":10,""type"":""warmup""},{""kg"":19,""reps"":9,""type"":""normal""},{""kg"":19,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Banded Arnold Press,"[{""kg"":9,""reps"":10,""type"":""warmup""},{""kg"":18,""reps"":9,""type"":""normal""},{""kg"":18,""reps"":10,""type"":""normal""},{""kg"":18,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Smith Machine Lateral Raise,"[{""kg"":8,""reps"":10,""type"":""warmup""},{""kg"":15,""reps"":13,""type"":""normal""},{""kg"":15,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Machine Cable Lateral Raise,"[{""kg"":7,""reps"":10,""type"":""warmup""},{""kg"":13,""reps"":16,""type"":""normal""},{""kg"":13,""reps"":14,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Cable Front Raise,"[{""kg"":5,""reps"":10,""type"":""warmup""},{""kg"":10,""reps"":13,""type"":""normal""},{""kg"":10,""reps"":15,""type"":""normal""},{""kg"":7,""reps"":18,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Dumbbell Rear Delt Fly,"[{""kg"":5,""reps"":10,""type"":""warmup""},{""kg"":10,""reps"":16,""type"":""normal""},{""kg"":10,""reps"":15,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Paused Face Pull,"[{""kg"":14,""reps"":10,""type"":""warmup""},{""kg"":28,""reps"":15,""type"":""normal""},{""kg"":28,""reps"":16,""type"":""normal""},{""kg"":28,""reps"":14,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Tempo Cable Fly,"[{""kg"":7,""reps"":10,""type"":""warmup""},{""kg"":13,""reps"":14,""type"":""normal""},{""kg"":13,""reps"":15,""type"":""normal""},{""kg"":13,""reps"":13,""type"":""normal""},{""kg"":9,""reps"":18,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Banded Pec Deck,"[{""kg"":23,""reps"":10,""type"":""warmup""},{""kg"":45,""reps"":11,""type"":""normal""},{""kg"":45,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Smith Machine Incline Dumbbell Press,"[{""kg"":16,""reps"":10,""type"":""warmup""},{""kg"":31,""reps"":9,""type"":""normal""},{""kg"":31,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Machine Triceps Pushdown,"[{""kg"":14,""reps"":10,""type"":""warmup""},{""kg"":28,""reps"":11,""type"":""normal""},{""kg"":28,""reps"":12,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Cable Overhead Triceps Extension,"[{""kg"":13,""reps"":10,""type"":""warmup""},{""kg"":25,""reps"":11,""type"":""normal""},{""kg"":25,""reps"":13,""type"":""normal""},{""kg"":25,""reps"":13,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Dumbbell Skullcrusher,"[{""kg"":20,""reps"":10,""type"":""warmup""},{""kg"":40,""reps"":10,""type"":""normal""},{""kg"":40,""reps"":10,""type"":""normal""},{""kg"":40,""reps"":11,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Paused Close Grip Bench Press,"[{""kg"":30,""reps"":10,""type"":""warmup""},{""kg"":60,""reps"":8,""type"":""normal""},{""kg"":60,""reps"":9,""type"":""normal""},{""kg"":60,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Tempo Dip,"[{""kg"":0,""reps"":10,""type"":""normal""},{""kg"":0,""reps"":10,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Banded Deadlift,"[{""kg"":68,""reps"":10,""type"":""warmup""},{""kg"":135,""reps"":5,""type"":""normal""},{""kg"":135,""reps"":4,""type"":""normal""},{""kg"":135,""reps"":5,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Smith Machine Romanian Deadlift,"[{""kg"":43,""reps"":10,""type"":""warmup""},{""kg"":85,""reps"":7,""type"":""normal""},{""kg"":85,""reps"":9,""type"":""normal""},{""kg"":85,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Machine Sumo Deadlift,"[{""kg"":63,""reps"":10,""type"":""warmup""},{""kg"":125,""reps"":4,""type"":""normal""},{""kg"":125,""reps"":5,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Cable Rack Pull,"[{""kg"":78,""reps"":10,""type"":""warmup""},{""kg"":155,""reps"":5,""type"":""normal""},{""kg"":155,""reps"":4,""type"":""normal""},{""kg"":155,""reps"":6,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Dumbbell Barbell Row,"[{""kg"":38,""reps"":10,""type"":""warmup""},{""kg"":75,""reps"":7,""type"":""normal""},{""kg"":75,""reps"":7,""type"":""normal""},{""kg"":75,""reps"":7,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Paused Pendlay Row,"[{""kg"":35,""reps"":10,""type"":""warmup""},{""kg"":70,""reps"":7,""type"":""normal""},{""kg"":70,""reps"":7,""type"":""normal""},{""kg"":70,""reps"":5,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Tempo T-Bar Row,"[{""kg"":32,""reps"":10,""type"":""warmup""},{""kg"":63,""reps"":9,""type"":""normal""},{""kg"":63,""reps"":9,""type"":""normal""},{""kg"":63,""reps"":10,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Banded Seated Cable Row,"[{""kg"":34,""reps"":10,""type"":""warmup""},{""kg"":68,""reps"":9,""type"":""normal""},{""kg"":68,""reps"":9,""type"":""normal""},{""kg"":68,""reps"":10,""type"":""normal""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Smith Machine Single Arm Dumbbell Row,"[{""kg"":18,""reps"":10,""type"":""warmup""},{""kg"":35,""reps"":10,""type"":""normal""},{""kg"":35,""reps"":10,""type"":""normal""},{""kg"":25,""reps"":14,""type"":""drop""}]",2026-06-13T18:30:00.000Z
68b3cf21-cf51-4505-96c2-9ef1e9d9cb65,Machine Lat Pulldown,"[{""kg"":34,""reps"":10,""type"":""warmup""},{""kg"":68,""reps"":9,""type"":""normal""},{""kg"":68,""reps"":9,""type"":""normal""}]",2026-06-13T18:30:00.000Z
